work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,category_job,employee_continent,company_continent
2024,Senior,Full-time,Business Intelligence Developer,132000,USD,132000,United States,No remote work,United States,50-250,Business Intelligence,North America,North America
2024,Senior,Full-time,Business Intelligence Developer,90000,USD,90000,United States,No remote work,United States,50-250,Business Intelligence,North America,North America
2024,Junior,Full-time,Research Analyst,179000,USD,179000,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Junior,Full-time,Research Analyst,112000,USD,112000,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Senior,Full-time,Decision Scientist,170000,USD,170000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Decision Scientist,150000,USD,150000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Intermediate,Full-time,Research Scientist,173000,USD,173000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Intermediate,Full-time,Research Scientist,117000,USD,117000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Research Scientist,294000,USD,294000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Research Scientist,137600,USD,137600,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Research Engineer,252000,USD,252000,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Research Engineer,143000,USD,143000,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Intermediate,Full-time,Data Scientist,109000,USD,109000,United States,Fully remote,United States,50-250,Data Science,North America,North America
2024,Intermediate,Full-time,Data Scientist,93000,USD,93000,United States,Fully remote,United States,50-250,Data Science,North America,North America
2024,Intermediate,Full-time,Data Engineer,91548,USD,91548,United States,Fully remote,United States,50-250,Data Engineering,North America,North America
2024,Intermediate,Full-time,Data Engineer,91548,USD,91548,United States,Fully remote,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Developer,90146,USD,90146,United States,Fully remote,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Developer,90146,USD,90146,United States,Fully remote,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,235400,USD,235400,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,209720,USD,209720,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,235400,USD,235400,United States,Fully remote,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,178262,USD,178262,United States,Fully remote,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,282200,USD,282200,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,133600,USD,133600,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,234000,USD,234000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,146000,USD,146000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Intermediate,Full-time,Data Scientist,135000,USD,135000,United States,Fully remote,United States,50-250,Data Science,North America,North America
2024,Intermediate,Full-time,Data Scientist,108000,USD,108000,United States,Fully remote,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,105784,USD,105784,Canada,No remote work,Canada,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,80290,USD,80290,Canada,No remote work,Canada,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,185100,USD,185100,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,111100,USD,111100,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Architect,190000,USD,190000,United States,No remote work,United States,50-250,Data Architecture,North America,North America
2024,Senior,Full-time,Data Architect,105301,USD,105301,United States,No remote work,United States,50-250,Data Architecture,North America,North America
2024,Senior,Full-time,Data Engineer,242000,USD,242000,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,173000,USD,173000,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,279400,USD,279400,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,236474,USD,236474,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,122000,USD,122000,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,94500,USD,94500,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Intermediate,Full-time,Data Engineer,125000,USD,125000,United States,Fully remote,United States,50-250,Data Engineering,North America,North America
2024,Intermediate,Full-time,Data Engineer,97000,USD,97000,United States,Fully remote,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,157520,USD,157520,Canada,No remote work,Canada,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,105700,USD,105700,Canada,No remote work,Canada,50-250,Data Engineering,North America,North America
2024,Intermediate,Full-time,Machine Learning Engineer,240240,USD,240240,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Intermediate,Full-time,Machine Learning Engineer,235724,USD,235724,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Senior,Full-time,Machine Learning Engineer,300200,USD,300200,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Senior,Full-time,Machine Learning Engineer,199800,USD,199800,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Senior,Full-time,Machine Learning Engineer,115000,USD,115000,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Senior,Full-time,Machine Learning Engineer,90000,USD,90000,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Senior,Full-time,Analytics Engineer,150000,USD,150000,United States,Fully remote,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Analytics Engineer,100000,USD,100000,United States,Fully remote,United States,50-250,Data Engineering,North America,North America
2024,Junior,Full-time,Data Analyst,74000,USD,74000,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Junior,Full-time,Data Analyst,67000,USD,67000,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Junior,Full-time,Data Analyst,90000,USD,90000,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Junior,Full-time,Data Analyst,80000,USD,80000,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Intermediate,Full-time,Data Analyst,100000,USD,100000,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Intermediate,Full-time,Data Analyst,85000,USD,85000,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Intermediate,Full-time,Applied Scientist,208800,USD,208800,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Intermediate,Full-time,Applied Scientist,98300,USD,98300,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Intermediate,Full-time,Data Management Associate,116000,USD,116000,United States,No remote work,United States,50-250,Data Management,North America,North America
2024,Intermediate,Full-time,Data Management Associate,77000,USD,77000,United States,No remote work,United States,50-250,Data Management,North America,North America
2024,Senior,Full-time,Business Intelligence Analyst,135000,USD,135000,United States,No remote work,United States,50-250,Business Intelligence,North America,North America
2024,Senior,Full-time,Business Intelligence Analyst,125000,USD,125000,United States,No remote work,United States,50-250,Business Intelligence,North America,North America
2024,Senior,Full-time,Data Engineer,190000,USD,190000,United States,Fully remote,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,95000,USD,95000,United States,Fully remote,United States,50-250,Data Engineering,North America,North America
2024,Junior,Full-time,Research Analyst,80000,USD,80000,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Junior,Full-time,Research Analyst,60000,USD,60000,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Senior,Full-time,Research Analyst,180000,USD,180000,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Senior,Full-time,Research Analyst,140000,USD,140000,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Senior,Full-time,Machine Learning Engineer,267900,USD,267900,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Senior,Full-time,Machine Learning Engineer,234700,USD,234700,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Junior,Full-time,Data Analyst,57800,USD,57800,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Junior,Full-time,Data Analyst,57800,USD,57800,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Senior,Full-time,Data Engineer,120633,USD,120633,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,120633,USD,120633,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Intermediate,Full-time,Data Engineer,134000,USD,134000,United States,Fully remote,United States,50-250,Data Engineering,North America,North America
2024,Intermediate,Full-time,Data Engineer,117400,USD,117400,United States,Fully remote,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,200200,USD,200200,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,149300,USD,149300,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Intermediate,Full-time,Data Engineer,143750,USD,143750,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Intermediate,Full-time,Data Engineer,106250,USD,106250,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,119969,USD,119969,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,73029,USD,73029,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Intermediate,Full-time,Data Engineer,176100,USD,176100,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Intermediate,Full-time,Data Engineer,110200,USD,110200,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,149200,USD,149200,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,93400,USD,93400,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,264800,USD,264800,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,172900,USD,172900,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Scientist,163200,USD,163200,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,99000,USD,99000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Machine Learning Engineer,220000,CAD,169230,United States,No remote work,United States,0-49,AI/ML,North America,North America
2024,Senior,Full-time,Machine Learning Engineer,160000,CAD,123076,United States,No remote work,United States,0-49,AI/ML,North America,North America
2024,Intermediate,Full-time,BI Analyst,142300,USD,142300,United States,No remote work,United States,50-250,Business Intelligence,North America,North America
2024,Intermediate,Full-time,BI Analyst,94900,USD,94900,United States,No remote work,United States,50-250,Business Intelligence,North America,North America
2024,Intermediate,Full-time,BI Analyst,188400,USD,188400,United States,No remote work,United States,50-250,Business Intelligence,North America,North America
2024,Intermediate,Full-time,BI Analyst,125600,USD,125600,United States,No remote work,United States,50-250,Business Intelligence,North America,North America
2024,Senior,Full-time,Principal Statistical Programmer,218000,USD,218000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Principal Statistical Programmer,106200,USD,106200,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Principal Statistical Programmer,218000,USD,218000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Principal Statistical Programmer,117400,USD,117400,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Principal Statistical Programmer,218000,USD,218000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Principal Statistical Programmer,106200,USD,106200,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Engineer,188800,USD,188800,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,105700,USD,105700,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Architect,133100,USD,133100,United States,No remote work,United States,50-250,Data Architecture,North America,North America
2024,Senior,Full-time,Data Architect,60341,USD,60341,United States,No remote work,United States,50-250,Data Architecture,North America,North America
2024,Senior,Full-time,Data Analyst,172000,USD,172000,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Senior,Full-time,Data Analyst,75600,USD,75600,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Junior,Full-time,Data Analyst,172000,USD,172000,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Junior,Full-time,Data Analyst,75600,USD,75600,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Intermediate,Full-time,Machine Learning Engineer,123000,USD,123000,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Intermediate,Full-time,Machine Learning Engineer,54000,USD,54000,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Intermediate,Full-time,Data Scientist,172000,USD,172000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Intermediate,Full-time,Data Scientist,75600,USD,75600,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Intermediate,Full-time,Data Scientist,220000,USD,220000,Germany,No remote work,Germany,50-250,Data Science,Europe,Europe
2024,Intermediate,Full-time,Data Scientist,96600,USD,96600,Germany,No remote work,Germany,50-250,Data Science,Europe,Europe
2024,Intermediate,Full-time,Data Manager,30820,GBP,38525,United Kingdom,No remote work,United Kingdom,50-250,Data Management,Europe,Europe
2024,Intermediate,Full-time,Data Manager,25866,GBP,32332,United Kingdom,No remote work,United Kingdom,50-250,Data Management,Europe,Europe
2024,Intermediate,Full-time,Data Manager,52116,GBP,65145,United Kingdom,No remote work,United Kingdom,50-250,Data Management,Europe,Europe
2024,Intermediate,Full-time,Data Manager,49083,GBP,61353,United Kingdom,No remote work,United Kingdom,50-250,Data Management,Europe,Europe
2024,Senior,Full-time,Data Management Consultant,91548,USD,91548,United States,Fully remote,United States,50-250,Data Management,North America,North America
2024,Senior,Full-time,Data Management Consultant,91548,USD,91548,United States,Fully remote,United States,50-250,Data Management,North America,North America
2024,Intermediate,Full-time,Data Scientist,187000,USD,187000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Intermediate,Full-time,Data Scientist,127000,USD,127000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,305000,USD,305000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,214000,USD,214000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,231400,USD,231400,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,186846,USD,186846,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Architect,304000,USD,304000,United States,No remote work,United States,50-250,Data Architecture,North America,North America
2024,Senior,Full-time,Data Architect,190000,USD,190000,United States,No remote work,United States,50-250,Data Architecture,North America,North America
2024,Junior,Full-time,Business Intelligence,90000,USD,90000,United States,No remote work,United States,50-250,Business Intelligence,North America,North America
2024,Junior,Full-time,Business Intelligence,77000,USD,77000,United States,No remote work,United States,50-250,Business Intelligence,North America,North America
2024,Junior,Full-time,Business Intelligence Analyst,104000,USD,104000,United States,No remote work,United States,50-250,Business Intelligence,North America,North America
2024,Junior,Full-time,Business Intelligence Analyst,69000,USD,69000,United States,No remote work,United States,50-250,Business Intelligence,North America,North America
2024,Junior,Full-time,Business Intelligence,70000,USD,70000,United States,No remote work,United States,50-250,Business Intelligence,North America,North America
2024,Junior,Full-time,Business Intelligence,60000,USD,60000,United States,No remote work,United States,50-250,Business Intelligence,North America,North America
2024,Senior,Full-time,Data Engineer,279400,USD,279400,United States,Fully remote,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,225859,USD,225859,United States,Fully remote,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,151300,USD,151300,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,96700,USD,96700,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,335000,USD,335000,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,156000,USD,156000,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Intermediate,Full-time,BI Developer,183300,USD,183300,United States,No remote work,United States,50-250,Business Intelligence,North America,North America
2024,Intermediate,Full-time,BI Developer,101400,USD,101400,United States,No remote work,United States,50-250,Business Intelligence,North America,North America
2024,Executive,Full-time,AI Engineer,202500,USD,202500,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Executive,Full-time,AI Engineer,120000,USD,120000,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Senior,Full-time,AI Engineer,215424,USD,215424,United States,Fully remote,United States,50-250,AI/ML,North America,North America
2024,Senior,Full-time,AI Engineer,143616,USD,143616,United States,Fully remote,United States,50-250,AI/ML,North America,North America
2024,Intermediate,Full-time,Applied Scientist,208800,USD,208800,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Intermediate,Full-time,Applied Scientist,98300,USD,98300,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Junior,Full-time,Machine Learning Engineer,256500,USD,256500,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Junior,Full-time,Machine Learning Engineer,138900,USD,138900,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Junior,Full-time,Data Analyst,146000,USD,146000,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Junior,Full-time,Data Analyst,104000,USD,104000,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Junior,Full-time,Data Analyst,83300,USD,83300,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Junior,Full-time,Data Analyst,47500,USD,47500,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Junior,Full-time,Data Analyst,170000,USD,170000,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Junior,Full-time,Data Analyst,120000,USD,120000,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Intermediate,Full-time,Research Scientist,204000,USD,204000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Intermediate,Full-time,Research Scientist,134000,USD,134000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Intermediate,Full-time,Research Scientist,200000,USD,200000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Intermediate,Full-time,Research Scientist,136000,USD,136000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Research Scientist,337000,USD,337000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Research Scientist,237000,USD,237000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Research Scientist,240240,USD,240240,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Research Scientist,231643,USD,231643,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Intermediate,Full-time,Research Scientist,235400,USD,235400,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Intermediate,Full-time,Research Scientist,218572,USD,218572,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,167500,USD,167500,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,138500,USD,138500,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Intermediate,Full-time,Data Engineer,150600,USD,150600,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Intermediate,Full-time,Data Engineer,102500,USD,102500,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Junior,Full-time,Research Analyst,235410,USD,235410,United States,Fully remote,United States,50-250,Data Analysis,North America,North America
2024,Junior,Full-time,Research Analyst,108800,USD,108800,United States,Fully remote,United States,50-250,Data Analysis,North America,North America
2024,Junior,Full-time,Data Analyst,120012,USD,120012,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Junior,Full-time,Data Analyst,77376,USD,77376,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Intermediate,Full-time,Data Scientist,126500,USD,126500,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Intermediate,Full-time,Data Scientist,93500,USD,93500,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Intermediate,Full-time,Machine Learning Engineer,259500,USD,259500,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Intermediate,Full-time,Machine Learning Engineer,113000,USD,113000,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Intermediate,Full-time,Machine Learning Engineer,259500,USD,259500,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Intermediate,Full-time,Machine Learning Engineer,113000,USD,113000,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Executive,Full-time,Business Intelligence,207000,USD,207000,United States,No remote work,United States,50-250,Business Intelligence,North America,North America
2024,Executive,Full-time,Business Intelligence,153000,USD,153000,United States,No remote work,United States,50-250,Business Intelligence,North America,North America
2024,Senior,Full-time,Data Architect,207000,USD,207000,United States,No remote work,United States,50-250,Data Architecture,North America,North America
2024,Senior,Full-time,Data Architect,176446,USD,176446,United States,No remote work,United States,50-250,Data Architecture,North America,North America
2024,Senior,Full-time,Data Engineer,174000,USD,174000,United States,Fully remote,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,116000,USD,116000,United States,Fully remote,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,210000,USD,210000,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,124000,USD,124000,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Intermediate,Full-time,Data Engineer,149500,USD,149500,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Intermediate,Full-time,Data Engineer,110500,USD,110500,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Intermediate,Full-time,Data Engineer,106700,USD,106700,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Intermediate,Full-time,Data Engineer,57700,USD,57700,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Scientist,207000,USD,207000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,150000,USD,150000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Intermediate,Full-time,Business Intelligence Engineer,195000,USD,195000,United States,No remote work,United States,50-250,Business Intelligence,North America,North America
2024,Intermediate,Full-time,Business Intelligence Engineer,140000,USD,140000,United States,No remote work,United States,50-250,Business Intelligence,North America,North America
2024,Junior,Full-time,Data Analyst,180000,USD,180000,United States,Fully remote,United States,50-250,Data Analysis,North America,North America
2024,Junior,Full-time,Data Analyst,135000,USD,135000,United States,Fully remote,United States,50-250,Data Analysis,North America,North America
2024,Junior,Full-time,Data Analyst,122000,USD,122000,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Junior,Full-time,Data Analyst,94000,USD,94000,United States,No remote work,United States,50-250,Data Analysis,North America,North America
2024,Senior,Full-time,Data Engineer,200000,USD,200000,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,147000,USD,147000,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Machine Learning Quality Engineer,233000,USD,233000,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Senior,Full-time,Machine Learning Quality Engineer,137000,USD,137000,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Senior,Full-time,Machine Learning Engineer,355000,USD,355000,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Senior,Full-time,Machine Learning Engineer,213000,USD,213000,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Senior,Full-time,Machine Learning Engineer,250000,USD,250000,United States,Fully remote,United States,50-250,AI/ML,North America,North America
2024,Senior,Full-time,Machine Learning Engineer,195000,USD,195000,United States,Fully remote,United States,50-250,AI/ML,North America,North America
2024,Senior,Full-time,Machine Learning Engineer,230000,USD,230000,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Senior,Full-time,Machine Learning Engineer,150000,USD,150000,United States,No remote work,United States,50-250,AI/ML,North America,North America
2024,Senior,Full-time,Data Scientist,160000,USD,160000,United States,Fully remote,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,135000,USD,135000,United States,Fully remote,United States,50-250,Data Science,North America,North America
2024,Intermediate,Full-time,Data Scientist,149000,USD,149000,United States,Fully remote,United States,50-250,Data Science,North America,North America
2024,Intermediate,Full-time,Data Scientist,103300,USD,103300,United States,Fully remote,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,257600,USD,257600,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,146000,USD,146000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,238000,USD,238000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Data Scientist,150000,USD,150000,United States,No remote work,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Applied Scientist,260000,USD,260000,United States,No remote work,United States,250+,Data Science,North America,North America
2024,Senior,Full-time,Applied Scientist,150400,USD,150400,United States,No remote work,United States,250+,Data Science,North America,North America
2024,Senior,Full-time,Decision Scientist,145000,USD,145000,United States,Fully remote,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Decision Scientist,125000,USD,125000,United States,Fully remote,United States,50-250,Data Science,North America,North America
2024,Senior,Full-time,Analytics Engineer,160400,USD,160400,United States,Fully remote,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Analytics Engineer,128400,USD,128400,United States,Fully remote,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,AI Product Manager,197000,USD,197000,United States,Fully remote,United States,50-250,AI/ML,North America,North America
2024,Senior,Full-time,AI Product Manager,159000,USD,159000,United States,Fully remote,United States,50-250,AI/ML,North America,North America
2024,Senior,Full-time,Data Engineer,226750,USD,226750,Mexico,No remote work,Mexico,50-250,Data Engineering,Central America,Central America
2024,Senior,Full-time,Data Engineer,166000,USD,166000,Mexico,No remote work,Mexico,50-250,Data Engineering,Central America,Central America
2024,Senior,Full-time,Data Engineer,186100,USD,186100,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,105200,USD,105200,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,122000,USD,122000,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,94500,USD,94500,United States,No remote work,United States,50-250,Data Engineering,North America,North America
2024,Intermediate,Full-time,Data Engineer,105000,GBP,131250,United Kingdom,No remote work,United Kingdom,50-250,Data Engineering,Europe,Europe
2024,Intermediate,Full-time,Data Engineer,85000,GBP,106250,United Kingdom,No remote work,United Kingdom,50-250,Data Engineering,Europe,Europe
2024,Intermediate,Full-time,Data Engineer,165000,USD,165000,United States,Fully remote,United States,50-250,Data Engineering,North America,North America
2024,Intermediate,Full-time,Data Engineer,115000,USD,115000,United States,Fully remote,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,170000,USD,170000,United States,Fully remote,United States,50-250,Data Engineering,North America,North America
2024,Senior,Full-time,Data Engineer,120000,USD,120000,United States,Fully remote,United States,50-250,Data Engineering,North America,North America
2024,Intermediate,Full-time,Research Engineer,190000,USD,190000,United States,Fully remote,United States,50-250,Data Engineering,North America,North America
